"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH080","HH081","HH090","HH091","HA010","HA020","HA030","HA040","HA050","HA060","HA070","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010","R_HA030","R_HA040","R_HA050","R_HA060","R_HA070"
"2010","EE",1358,"1","2010","5",10070,8881,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1189,0,,0,,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","3","958.67","2","3","2","2","1","2","1","4","NA","3","1","1","NA","NA","196.78","91.97","NA","1","NA","3","2","1","10501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1364,"1","2010","25",1920,1888,0,0,,,,,,,,,0,0,0,0,0,,1,,0,31,0,,0,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","3","3","766.94","1","NA","2","2","2","2","1","1","NA","4","2","1","NA","NA","254.11","0","NA","1","NA","1","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1391,"1","2010","27",2765,2739,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,26,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","3","1406.06","2","3","2","2","2","2","3","1","NA","3","2","1","NA","NA","96.83","78.48","NA","1","NA","1","1","1","132502","186101","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1402,"1","2010","18",4570,1480,0,0,,,,,,,,,0,0,0,0,0,,74,,0,0,477,,2613,,"NA","NA","NA","3","NA","2","2","1","2","1","1","1","1","1","3","447.38","2","3","2","2","2","2","3","1","NA","2","2","2","NA","NA","77.59","0","NA","1","NA","1","NA","1","NA","457102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1404,"2","2010","9",3816,3805,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,11,,"NA","NA","NA","1","NA","NA","2","1","1","1","1","1","1","1","2","1278.23","2","2","2","2","2","2","2","1","NA","2","2","1","NA","NA","114.72","120.73","NA","1","NA","1","2","1","181401","397202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1424,"2","2010","17",5250,5223,0,0,,,,,,,,,0,0,0,0,0,,0,,0,28,0,,0,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","5","447.38","2","2","2","2","2","2","4","1","NA","3","1","1","223.69","NA","228.8","0","NA","1","NA","1","NA","1","254302","128102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1432,"2","2010","14",5149,3610,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1539,0,,0,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","1","1","1","1","1469.97","1","1","1","2","2","2","1","1","NA","6","2","1","NA","NA","196.78","151.66","NA","1","NA","1","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1478,"1","2010","15",3710,3689,0,0,,,,,,,,,0,0,0,0,0,,0,,0,3,0,,18,,"NA","3","NA","3","NA","3","2","1","2","1","1","1","1","1","4","1597.79","2","3","2","2","2","2","4","1","NA","3","2","1","NA","NA","120.79","0","NA","1","NA","1","1","1","30001","469402","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1499,"1","2010","14",2944,2931,0,0,,,,,,,,,0,0,0,0,0,,3,,0,0,13,,0,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","3","3","5","830.85","2","NA","1","2","2","2","4","1","NA","2","1","1","NA","NA","94.59","0","NA","1","NA","1","1","1","83601","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1539,"2","2010","9",3655,3654,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","2","639.12","2","NA","2","2","2","1","4","1","NA","3","1","1","159.78","NA","101.17","72.86","NA","1","NA","2","NA","1","106701","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1543,"2","2010","8",3355,3344,0,0,,,,,,,,,0,0,0,0,0,,12,,0,0,0,,11,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","3","958.67","3","NA","2","1","2","2","3","1","NA","3","2","1","NA","NA","117.92","0","NA","1","NA","1","2","1","NA","5101","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1578,"1","2010","15",6602,5049,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1554,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","1","1086.5","2","2","2","2","2","2","4","1","NA","3","2","1","NA","NA","269.39","0","NA","1","NA","1","2","1","451301","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1605,"1","2010","19",4337,4324,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,11,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","1","1","1","4","766.94","3","NA","2","2","2","2","3","1","NA","4","1","1","NA","NA","124.88","0","NA","1","NA","1","2","1","226801","13802","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1663,"1","2010","16",6520,4566,0,0,,,,,,,,,0,0,0,0,0,,9,,0,0,0,,1954,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","4","1278.23","1","3","2","2","2","1","1","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","2","1","321701","321702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1666,"2","2010","14",11581,10633,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,949,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","3","4","1150.41","3","2","2","2","2","1","4","1","NA","2","2","1","NA","NA","123.99","173.26","NA","1","NA","1","1","1","NA","451302","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1690,"2","2010","22",3609,3549,0,0,,,,,,,,,0,0,0,0,0,,0,,0,60,0,,0,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","1","5","958.67","3","1","2","2","2","2","1","1","NA","4","2","1","NA","NA","183.23","0","NA","1","NA","1","1","1","71901","512402","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1692,"1","2010","8",135,-730,0,0,,,,,,,,,0,0,0,134,0,,0,,0,0,348,,517,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","2","958.67","2","1","2","1","2","1","4","1","NA","3","2","1","NA","NA","79.44","0","NA","1","NA","1","2","1","142101","NA","6","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1705,"2","2010","13",3614,3606,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","3","1","1","3","319.56","3","NA","2","2","2","1","4","1","NA","2","2","1","NA","NA","186.88","0","NA","1","NA","1","3","1","NA","138502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1709,"1","2010","9",0,-10,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,9,,"NA","NA","NA","2","NA","3","2","1","2","1","1","1","1","2","4","958.67","2","2","2","2","2","2","2","1","NA","4","2","1","NA","NA","258.84","0","NA","1","NA","1","2","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1718,"2","2010","15",8754,8743,0,0,,,,,,,,,0,0,0,0,0,,0,,0,11,0,,0,,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","3","3","1278.23","3","NA","2","2","2","2","4","1","NA","2","2","1","NA","NA","116.13","173.26","NA","1","NA","1","NA","1","451301","383802","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1719,"2","2010","10",2868,2853,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,15,,"NA","3","NA","3","NA","3","1","2","1","1","1","1","3","3","3","127.82","2","NA","2","2","2","2","4","1","NA","2","2","1","NA","NA","145.72","0","NA","1","NA","3","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1768,"1","2010","4",3266,3249,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,17,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","2","1278.23","2","1","2","2","2","1","4","1","NA","3","2","1","NA","NA","187.26","0","NA","1","NA","1","1","1","256301","256302","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1790,"2","2010","17",16334,14105,0,0,,,,,,,,,0,0,0,0,0,,0,,0,10,0,,2219,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1597.79","2","NA","2","2","1","2","4","1","NA","2","2","1","NA","NA","194.93","0","NA","1","NA","1","1","1","124202","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1792,"1","2010","17",3340,3313,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,27,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","3","1","3","3","319.56","1","NA","2","2","2","2","1","3","NA","4","2","1","NA","NA","64.55","0","NA","1","NA","1","NA","NA","299002","425402","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1796,"2","2010","19",22913,22461,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,451,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","3","1","1","2","639.12","1","2","2","2","1","1","3","1","NA","2","2","1","NA","NA","128.53","0","NA","1","NA","3","2","NA","148401","208202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1823,"1","2010","8",3726,3700,0,0,,,,,,,,,0,0,0,0,0,,0,,0,26,0,,0,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","4","639.12","2","NA","2","2","2","2","1","1","NA","3","1","1","NA","NA","116.96","0","NA","1","NA","1","2","1","564701","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1898,"1","2010","26",1535,1071,0,0,,,,,,,,,0,0,0,0,0,,3,,0,40,0,,424,,"NA","NA","NA","3","NA","3","2","1","2","1","1","1","1","1","4","1917.35","2","1","2","2","2","2","NA","1","NA","2","2","1","NA","NA","286.64","0","NA","1","NA","1","3","1","403101","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1923,"2","2010","15",9572,9283,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,289,,"NA","3","NA","3","NA","NA","2","1","2","1","1","1","1","1","3","830.85","2","NA","2","2","2","1","4","4","NA","2","2","1","NA","NA","116.64","0","NA","1","NA","1","2","1","226801","516402","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",1932,"2","2010","22",9139,6956,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2183,,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","2","2556.47","2","2","2","1","2","2","4","1","NA","3","2","1","NA","NA","324.74","74.14","NA","1","NA","1","2","1","188402","122302","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2000,"2","2010","11",6870,3795,0,0,,,,,,,,,0,0,0,0,0,,0,,0,3075,0,,0,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1278.23","2","3","2","2","2","2","2","1","NA","6","2","1","NA","NA","60.72","0","NA","1","NA","1","2","1","321701","321702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2018,"1","2010","15",3151,3071,0,0,,,,,,,,,0,0,0,0,0,,0,,0,9,72,,0,,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","1","958.67","3","NA","2","2","1","2","1","1","NA","4","2","1","NA","NA","41.22","0","NA","1","NA","1","1","1","163901","283001","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2035,"1","2010","33",10779,9055,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1725,0,,0,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","319.56","3","3","2","1","2","1","3","1","NA","4","2","1","NA","NA","246.64","0","NA","1","NA","1","2","1","274601","309101","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2076,"2","2010","26",19134,18441,0,0,,,,,,,,,0,0,0,0,0,,0,,0,694,0,,0,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","958.67","2","2","2","2","2","2","4","1","NA","5","2","1","NA","NA","354.71","78.48","NA","1","NA","1","2","1","191001","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2088,"1","2010","18",2962,2911,0,0,,,,,,,,,0,0,0,0,0,,0,,0,52,0,,0,,"NA","3","NA","3","NA","3","2","1","2","1","1","1","1","1","2","319.56","2","1","2","2","2","2","1","1","NA","3","1","1","NA","NA","26.84","0","NA","1","NA","1","2","1","487901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2104,"2","2010","13",3602,2312,0,0,,,,,,,,,0,0,0,0,0,,1,,0,1291,0,,0,,"NA","NA","NA","3","NA","2","1","1","1","1","1","1","1","1","3","511.29","2","2","2","2","1","2","3","1","NA","4","2","1","NA","NA","148.91","0","NA","1","NA","1","2","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2117,"1","2010","10",4371,4162,0,0,,,,,,,,,0,0,0,0,0,,0,,0,209,0,,0,,"NA","3","NA","3","NA","NA","2","1","2","1","1","2","1","1","2","639.12","2","2","2","2","2","2","1","1","NA","3","1","1","NA","NA","122.71","0","NA","1","NA","1","NA","1","330201","385702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2158,"2","2010","13",3747,3741,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,5,,"NA","NA","NA","2","NA","NA","2","1","1","1","1","1","1","1","3","639.12","1","2","2","2","2","2","1","1","NA","2","2","1","NA","NA","193.65","0","NA","1","NA","1","2","1","262201","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2188,"1","2010","15",3649,2293,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,1356,,"NA","3","NA","3","NA","3","2","2","1","1","1","1","1","1","2","511.29","1","1","2","2","2","2","4","1","NA","2","2","1","NA","NA","182.92","0","NA","1","NA","1","1","1","292201","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2200,"1","2010","14",3526,3496,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,30,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","2","383.47","3","NA","2","2","2","1","4","1","NA","2","1","1","NA","NA","294.82","0","NA","3","NA","1","1","1","233801","138102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2228,"1","2010","30",4556,4545,0,0,,,,,,,,,0,0,93,0,0,,0,,0,0,0,,11,,"NA","NA","NA","3","NA","3","1","1","2","1","1","3","1","1","4","958.67","3","NA","2","1","2","2","1","1","NA","6","2","1","NA","NA","89.48","198.57","NA","2","NA","1","NA","NA","NA","339102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2321,"1","2010","11",3157,3131,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,26,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","2","1278.23","2","NA","2","1","2","1","1","1","NA","4","2","1","NA","NA","92.03","119.2","NA","1","NA","1","1","1","490201","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2380,"1","2010","16",3500,3499,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,0,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2236.91","2","2","2","2","2","2","4","1","NA","2","2","1","NA","NA","79.06","0","NA","1","NA","1","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2390,"1","2010","28",20827,19535,0,0,,,,,,,,,0,0,0,0,20086,,0,,0,0,0,,1292,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","4","1278.23","2","NA","2","2","2","2","1","1","NA","5","2","1","NA","NA","425.01","0","NA","1","NA","1","1","1","321701","147502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2392,"2","2010","41",5081,5066,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,16,,"NA","NA","NA","2","NA","NA","2","1","2","1","3","1","1","1","3","958.67","2","2","2","2","2","1","4","1","NA","4","2","1","NA","NA","129.42","237.3","NA","1","NA","1","1","1","548701","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2421,"2","2010","15",2903,2938,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,-34,,"NA","3","NA","3","NA","3","2","1","2","1","1","1","1","1","4","958.67","1","2","2","2","2","2","4","1","NA","1","2","1","12.78","NA","96.83","210.46","NA","1","NA","1","1","1","114302","336702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2495,"1","2010","20",0,-276,0,0,,,,,,,,,0,0,0,0,0,,0,,0,276,0,,0,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","3","351.51","2","2","2","2","2","2","4","4","NA","2","1","1","NA","NA","127.12","0","NA","1","NA","1","1","1","215802","314402","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2497,"1","2010","15",5468,5463,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4,0,,0,,"NA","NA","NA","1","NA","3","2","1","1","1","1","1","1","3","3","1278.23","2","1","2","2","2","2","3","1","NA","3","2","1","NA","NA","36.3","0","NA","1","NA","1","1","1","587101","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2502,"2","2010","19",5462,5457,0,0,,,,,,,,,0,0,0,0,1,,0,,0,0,0,,6,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","4","1278.23","2","NA","2","2","2","2","4","1","NA","3","2","1","NA","NA","59.12","0","NA","3","NA","3","NA","1","74902","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2515,"1","2010","47",3563,3136,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,427,,"NA","3","NA","3","NA","NA","1","1","2","1","1","3","1","1","1","575.2","1","NA","2","2","1","2","3","1","NA","1","2","1","NA","NA","0","0","NA","1","NA","1","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2521,"2","2010","33",5641,5606,416,416,,,,,,,,,416,0,0,0,0,,2,,0,35,0,,0,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","2","958.67","1","NA","2","2","2","2","1","1","NA","6","2","1","NA","NA","89.03","69.54","NA","1","NA","1","2","1","230201","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2533,"2","2010","14",0,-857,0,0,,,,,,,,,0,0,0,0,0,,0,,0,39,0,,818,,"NA","NA","NA","3","NA","3","2","1","2","1","1","1","1","2","3","1725.61","2","2","2","2","2","1","4","1","NA","3","2","1","NA","NA","46.27","0","NA","1","NA","1","2","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2541,"1","2010","11",9428,6270,0,0,,,,,,,,,0,0,0,0,0,,0,,0,55,0,,3103,,"NA","NA","NA","2","NA","NA","2","1","2","1","1","1","1","1","3","958.67","2","3","2","2","2","2","1","1","NA","6","2","1","NA","NA","227.72","0","NA","1","NA","1","1","1","324602","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2549,"1","2010","11",3265,3232,0,0,,,,,,,,,0,0,0,0,0,,1,,0,3,0,,29,,"NA","NA","NA","3","NA","3","1","1","2","1","1","3","1","1","3","3195.58","2","NA","2","2","2","2","3","1","NA","3","2","1","NA","NA","105.07","0","NA","1","NA","1","2","NA","47501","89602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2553,"1","2010","16",3038,2456,0,0,,,,,,,,,0,0,0,0,0,,15,,0,0,0,,582,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1278.23","1","NA","2","2","2","2","1","1","NA","5","2","1","NA","NA","425.01","229.19","NA","1","NA","1","1","1","147501","321702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2558,"2","2010","21",15812,13135,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2677,0,,0,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","3195.58","3","3","2","2","2","2","1","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","1","1","321701","307401","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2564,"1","2010","11",2336,2318,0,0,,,,,,,,,0,0,0,0,0,,0,,0,18,0,,0,,"NA","3","NA","3","NA","3","2","1","2","1","1","1","1","1","1","3195.58","2","NA","2","1","2","2","4","1","NA","2","2","1","NA","NA","116.96","74.14","NA","1","NA","1","1","1","489202","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2594,"2","2010","11",3479,3456,0,0,,,,,,,,,0,0,0,0,0,,2,,0,0,0,,24,,"NA","3","NA","3","NA","3","1","2","1","1","1","1","1","2","3","639.12","1","2","2","2","2","1","4","1","NA","3","2","1","NA","NA","217.68","0","NA","1","NA","1","2","1","341401","576502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2618,"2","2010","27",2822,1492,0,0,,,,,,,,,0,0,0,0,0,,1,,0,1330,0,,0,,"NA","3","NA","3","NA","NA","2","2","1","1","1","1","1","1","4","766.94","2","NA","2","2","2","2","2","2","NA","5","2","1","NA","NA","86.92","0","NA","1","NA","1","2","1","303801","225302","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2649,"1","2010","8",7923,5833,0,0,,,,,,,,,0,0,0,0,0,,1,,0,2090,0,,0,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","1","1","319.56","1","NA","2","2","1","2","1","1","NA","1","2","1","NA","NA","152.75","192.57","NA","1","NA","1","2","NA","NA","278502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2655,"1","2010","14",4796,2622,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2174,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","3","1278.23","1","NA","2","2","2","2","4","1","NA","5","2","1","NA","NA","54.64","0","NA","1","NA","1","2","1","217401","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2657,"1","2010","26",2870,1207,0,0,,,,,,,,,0,0,0,0,0,,0,,0,11,751,,900,,"NA","NA","NA","3","NA","NA","2","1","2","1","3","1","1","1","1","766.94","3","NA","2","2","2","1","4","4","NA","3","2","1","NA","NA","270.03","0","NA","3","NA","1","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2667,"2","2010","24",3539,3529,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,10,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","3","511.29","2","NA","2","1","2","2","4","1","NA","2","2","1","NA","NA","134.21","0","NA","1","NA","1","NA","NA","453701","272702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2686,"1","2010","11",5048,4805,0,0,,,,,,,,,0,0,0,0,0,,0,,0,14,0,,229,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","1","1","1","6","1278.23","1","1","2","2","2","2","4","1","NA","3","2","1","NA","NA","180.23","0","NA","1","NA","1","1","NA","55902","5402","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2709,"1","2010","18",7091,7074,0,0,,,,,,,,,0,0,0,0,0,,8,,0,0,0,,17,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","3","1","3","5","319.56","1","NA","2","2","2","2","4","1","NA","4","2","1","NA","NA","165.15","0","NA","3","NA","1","2","1","573401","287403","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2720,"2","2010","17",5589,3348,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2241,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","2","1","1","4","639.12","1","NA","2","2","2","1","4","1","NA","2","2","1","NA","NA","131.66","0","NA","1","NA","1","3","1","448901","58102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2722,"1","2010","8",3265,3253,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,12,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1278.23","2","NA","1","2","2","2","4","1","NA","4","2","1","NA","NA","124.63","0","NA","1","NA","1","1","1","NA","312202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2773,"1","2010","8",12318,7104,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,1504,,3710,,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","2","1533.88","2","2","2","2","2","2","4","1","NA","2","1","1","NA","NA","46.27","0","NA","1","NA","1","1","1","385902","204602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2789,"1","2010","18",3258,3249,0,0,,,,,,,,,0,0,0,0,0,,0,,0,9,0,,0,,"NA","NA","NA","3","NA","3","2","1","2","1","1","1","1","1","3","1597.79","1","3","2","2","2","2","4","4","NA","1","2","1","NA","NA","121.3","78.04","NA","1","NA","1","NA","1","368601","457202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2833,"2","2010","14",3741,3739,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","2","4","447.38","2","NA","2","2","2","2","4","1","NA","4","2","1","12.78","NA","215.13","0","NA","1","NA","1","2","1","246401","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2892,"1","2010","17",3355,2318,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1036,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","3","2","1022.59","2","NA","2","2","2","2","4","4","NA","2","2","1","NA","NA","91.46","0","NA","3","NA","1","2","1","412802","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2903,"1","2010","20",4751,4734,0,0,,,,,,,,,0,0,0,0,0,,0,,0,17,0,,0,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","1","2","766.94","2","NA","1","2","2","2","3","1","NA","3","1","1","NA","NA","141.24","135.94","NA","1","NA","1","2","1","206301","239002","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",2961,"1","2010","13",15993,15761,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,232,,"NA","NA","NA","3","NA","1","1","2","2","1","1","1","1","1","4","1533.88","1","2","2","2","2","1","3","1","NA","3","2","1","NA","NA","111.85","120.73","NA","1","NA","1","2","1","335202","404902","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",3022,"2","2010","21",4329,4314,0,0,,,,,,,,,0,0,0,0,0,,2,,0,2,0,,13,,"NA","NA","NA","2","NA","NA","2","1","2","1","1","1","1","1","4","479.34","2","2","2","2","1","2","1","1","NA","4","2","1","NA","NA","169.05","0","NA","1","NA","1","1","1","479101","238202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",3035,"2","2010","20",3533,3520,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,13,,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","3","1278.23","2","3","2","2","2","2","1","1","NA","3","1","1","NA","NA","137.41","126.03","NA","1","NA","1","3","1","608201","444802","NA","NA","NA","1",1,,,,,,,,,,,
